Theobald,Jepp,28,M,tjepp@genericcollege.edu,0.98,Senior,Biology,Applied Mathematics,N,Y,Fraternity,3.68,1283
Ninetta,Sullly,20,F,nsullly@genericcollege.edu,2.01,Junior,Sociology,Mathematics,N,Y,N/A,2.27,1118
Andreas,Adenot,21,M,aadenot@genericcollege.edu,0.75,Freshman,Sociology,Chinese,N,N,N/A,2.26,445
Cad,Carlick,18,M,ccarlick@genericcollege.edu,0.92,Junior,Information Technology,Italian,Y,Y,N/A,2.07,1027
Sterne,Beran,19,M,sberan@genericcollege.edu,3.37,Senior,Health Sciences,N/A,N,Y,Fraternity,2.57,1260
Loralyn,Battey,17,F,lbattey@genericcollege.edu,3.81,Senior,Biology,N/A,Y,Y,Sorority,2.42,1062
Natty,Poulson,22,M,npoulson@genericcollege.edu,3.33,Junior,Biochemistry,Communication,Y,Y,N/A,2.9,1045
Ade,Odgers,20,M,aodgers@genericcollege.edu,1.62,Senior,Computer Science,Information Technology,N,Y,N/A,3.26,1535
Cam,Ruppele,21,M,cruppele@genericcollege.edu,3.91,Sophomore,Marketing,N/A,N,Y,N/A,3.71,911
Virge,Gully,20,M,vgully@genericcollege.edu,3.88,Junior,Graphic Design,Information Technology,N,Y,N/A,2.51,408
Rosalynd,Wansbury,29,F,rwansbury@genericcollege.edu,0.78,Junior,Biology,N/A,N,N,Sorority,3.74,716
Stanislaw,Farfolomeev,25,M,sfarfolomeev@genericcollege.edu,1.76,Senior,Physics,History,Y,N,N/A,2.3,544
Vevay,Fossick,32,F,vfossick@genericcollege.edu,2.99,Sophomore,Integrative Studies,Journalism,N,Y,N/A,2.86,1358
Byrann,Pietzke,20,M,bpietzke@genericcollege.edu,3.07,Junior,Nursing,N/A,N,Y,Fraternity,2.25,660
Starr,Reinisch,19,F,sreinisch@genericcollege.edu,1.21,Junior,English,N/A,Y,Y,N/A,3.94,566
Kaitlyn,Standidge,17,F,kstandidge@genericcollege.edu,2.93,Senior,Chemistry,Communication,N,N,N/A,3.34,967
Sid,Woolgar,18,M,swoolgar@genericcollege.edu,3.33,Senior,Actuarial Science,N/A,Y,N,N/A,2.84,441
Mair,McCaffery,24,F,mmccaffery@genericcollege.edu,3.15,Sophomore,Biology,Linguistics,Y,Y,N/A,2.59,818
Anastasie,Kreutzer,19,F,akreutzer@genericcollege.edu,3.77,Junior,Information Technology,Accounting,Y,Y,Sorority,3.51,822
Harry,Guilfoyle,18,M,hguilfoyle@genericcollege.edu,1.99,Sophomore,Computer Science,N/A,Y,Y,N/A,3.53,1040
Gav,Miskelly,18,M,gmiskelly@genericcollege.edu,3.66,Junior,Physics,N/A,N,Y,N/A,2.48,764
Dante,Hauxby,18,M,dhauxby@genericcollege.edu,3.59,Junior,Nursing,Japanese,N,Y,Fraternity,3.02,1335
Betteanne,Bakster,20,F,bbakster@genericcollege.edu,3.26,Junior,Accounting,Japanese,N,N,Sorority,3.77,954
Earle,Jarrold,21,M,ejarrold@genericcollege.edu,3.04,Junior,Marketing,Business,Y,Y,N/A,3.18,1202
Vanessa,Reyburn,29,F,vreyburn@genericcollege.edu,3.04,Sophomore,Finance,Advertising,Y,N,N/A,3.14,1473
Portie,McLoney,26,M,pmcloney@genericcollege.edu,2.39,Sophomore,Marketing,German,N,Y,N/A,3.95,737
Kelsey,Booij,22,M,kbooij@genericcollege.edu,3.49,Freshman,Health Sciences,N/A,N,Y,N/A,3.82,1530
Arlen,Leavey,18,F,aleavey@genericcollege.edu,2.79,Junior,Theatre,Italian,Y,N,Sorority,2.76,927
Maisey,Osmon,30,F,mosmon@genericcollege.edu,3.66,Senior,Biochemistry,N/A,Y,N,N/A,3.62,1584
Granville,Gossage,18,M,ggossage@genericcollege.edu,2.87,Junior,Graphic Design,N/A,N,N,Fraternity,2.4,1522
Inger,Cawthry,17,F,icawthry@genericcollege.edu,2.0,Senior,Graphic Design,History,N,N,N/A,2.22,1476
Lelia,Woods,21,F,lwoods@genericcollege.edu,2.8,Junior,Nursing,N/A,N,Y,Sorority,3.47,1171
Amberly,Duetschens,17,F,aduetschens@genericcollege.edu,0.94,Sophomore,Graphic Design,Journalism,N,Y,Sorority,3.41,969
Gretal,Sawood,18,F,gsawood@genericcollege.edu,2.8,Sophomore,Communication,Anthropology,Y,Y,Sorority,2.37,414
Aymer,Barlow,29,M,abarlow@genericcollege.edu,1.39,Sophomore,Finance,N/A,Y,Y,N/A,2.56,853
Barn,Sandercock,21,M,bsandercock@genericcollege.edu,1.64,Junior,Integrative Studies,N/A,N,Y,Fraternity,2.23,863
Euphemia,Slamaker,51,F,eslamaker@genericcollege.edu,3.4,Junior,Integrative Studies,Information Technology,N,Y,Sorority,3.31,1585
Phip,Murra,25,M,pmurra@genericcollege.edu,2.68,Sophomore,Nursing,Theatre,N,N,Fraternity,3.69,1522
Melvyn,Ragate,30,M,mragate@genericcollege.edu,2.45,Freshman,Nursing,N/A,Y,N,N/A,2.74,412
Lauralee,Junkin,21,F,ljunkin@genericcollege.edu,0.85,Freshman,Theatre,English,N,Y,Sorority,2.82,599
Boony,Barge,17,M,bbarge@genericcollege.edu,1.18,Freshman,Biology,N/A,N,N,Fraternity,3.38,516
Seka,Paslow,64,F,spaslow@genericcollege.edu,0.69,Junior,Graphic Design,N/A,Y,Y,N/A,3.35,1111
Chicky,Cambell,54,F,ccambell@genericcollege.edu,1.02,Sophomore,Economics,N/A,Y,N,Sorority,3.47,1548
Bruce,Holhouse,33,M,bholhouse@genericcollege.edu,1.29,Senior,Journalism,Chinese,N,N,N/A,3.21,666
Arvy,Candish,36,M,acandish@genericcollege.edu,2.01,Junior,Health Sciences,N/A,N,Y,Fraternity,3.8,965
Patience,Limmer,17,F,plimmer@genericcollege.edu,2.99,Junior,Finance,Chemistry,N,Y,N/A,2.85,1595
Honey,Issacoff,18,F,hissacoff@genericcollege.edu,3.1,Senior,Economics,English,N,Y,N/A,2.12,721
Aluin,Di Bernardo,21,M,adi bernardo@genericcollege.edu,3.65,Senior,Communication,Italian,N,N,Fraternity,2.39,624
Desmund,Churchouse,18,M,dchurchouse@genericcollege.edu,3.88,Senior,Actuarial Science,N/A,Y,Y,Fraternity,3.14,788
Rubina,Garey,18,F,rgarey@genericcollege.edu,0.81,Junior,English,Journalism,N,N,Sorority,3.93,1022
Kevon,Cotterill,22,M,kcotterill@genericcollege.edu,3.07,Freshman,Linguistics,N/A,Y,N,Fraternity,3.87,617
Gertrude,Angrove,17,F,gangrove@genericcollege.edu,3.18,Sophomore,Biology,N/A,Y,N,N/A,2.85,1188
Kerr,Hendrickson,17,M,khendrickson@genericcollege.edu,0.67,Junior,Integrative Studies,Criminal Justice,Y,N,N/A,2.55,530
Rahal,Darville,21,F,rdarville@genericcollege.edu,3.24,Freshman,Graphic Design,Biology,Y,Y,N/A,3.11,797
Moe,Boxall,28,M,mboxall@genericcollege.edu,0.74,Sophomore,Theatre,Computer Science,Y,N,N/A,3.59,1523
Dallas,Busfield,31,F,dbusfield@genericcollege.edu,3.67,Freshman,Mechanical Engineering,N/A,Y,Y,N/A,3.18,910
Melloney,Goscar,20,F,mgoscar@genericcollege.edu,3.29,Sophomore,Marketing,N/A,Y,N,Sorority,3.76,1365
Seymour,Starmer,17,M,sstarmer@genericcollege.edu,3.29,Sophomore,Electrical Engineering,N/A,Y,Y,Fraternity,2.12,960
Odie,Churchman,28,M,ochurchman@genericcollege.edu,3.06,Freshman,Linguistics,N/A,N,Y,N/A,3.52,955
Cassie,Tucknutt,26,M,ctucknutt@genericcollege.edu,2.28,Senior,Computer Science,N/A,Y,N,N/A,3.32,542
Reggi,Brimmell,21,F,rbrimmell@genericcollege.edu,2.92,Freshman,Physics,History,Y,Y,N/A,2.39,592
Hubey,Zannutti,17,M,hzannutti@genericcollege.edu,2.41,Sophomore,Computer Science,English,N,N,Fraternity,2.02,988
Arvie,Castagnaro,29,M,acastagnaro@genericcollege.edu,1.82,Sophomore,Sociology,Italian,Y,N,N/A,3.43,1327
Wolfgang,Rate,37,M,wrate@genericcollege.edu,3.23,Sophomore,Journalism,N/A,Y,N,N/A,3.94,1159
Hersch,Eliff,28,M,heliff@genericcollege.edu,3.24,Sophomore,Economics,Spanish,Y,Y,Fraternity,3.15,478
Madeleine,Sephton,17,F,msephton@genericcollege.edu,2.57,Senior,Actuarial Science,Italian,N,Y,Sorority,3.26,1230
Celesta,Dunkerton,18,F,cdunkerton@genericcollege.edu,1.22,Sophomore,Graphic Design,Linguistics,N,Y,Sorority,3.47,996
Delainey,Lugton,20,M,dlugton@genericcollege.edu,3.57,Senior,Theatre,Mathematics,Y,N,Fraternity,2.13,887
Jeanne,Claw,22,F,jclaw@genericcollege.edu,2.66,Senior,Marketing,N/A,Y,Y,N/A,2.19,506
Abey,Kowalik,28,M,akowalik@genericcollege.edu,0.59,Junior,Accounting,N/A,Y,Y,N/A,3.79,1494
Karalee,Paolacci,32,F,kpaolacci@genericcollege.edu,1.69,Junior,Integrative Studies,Information Technology,N,N,N/A,3.03,1392
Shirline,Gatiss,20,F,sgatiss@genericcollege.edu,0.73,Junior,Biochemistry,N/A,N,N,N/A,2.15,810
Iolande,Nayer,19,F,inayer@genericcollege.edu,0.78,Freshman,English,N/A,Y,N,N/A,3.83,968
Steffi,Bidder,21,F,sbidder@genericcollege.edu,2.06,Sophomore,Integrative Studies,N/A,N,Y,N/A,2.45,727
Nate,Sachno,21,M,nsachno@genericcollege.edu,1.46,Junior,Chemistry,N/A,Y,Y,Fraternity,3.38,1534
Donalt,Janc,24,M,djanc@genericcollege.edu,3.14,Junior,Chemistry,N/A,N,N,N/A,2.08,972
Verine,Sindle,17,F,vsindle@genericcollege.edu,1.39,Freshman,Economics,N/A,N,N,N/A,2.79,1557
Clayton,Hast,23,M,chast@genericcollege.edu,0.77,Senior,Computer Science,Japanese,N,Y,Fraternity,2.84,451
Gwen,Caught,62,F,gcaught@genericcollege.edu,3.15,Senior,Physics,German,N,N,Sorority,2.68,753
Brigid,Coxhell,19,F,bcoxhell@genericcollege.edu,2.85,Sophomore,Actuarial Science,N/A,Y,N,Sorority,2.83,415
Al,O' Faherty,24,M,ao' faherty@genericcollege.edu,2.4,Sophomore,Mechanical Engineering,History,N,N,Fraternity,3.31,677
Jordan,Gianninotti,21,F,jgianninotti@genericcollege.edu,3.54,Freshman,Marketing,Information Technology,Y,N,N/A,2.7,1159
Sorcha,Lowndsborough,22,F,slowndsborough@genericcollege.edu,2.94,Freshman,Computer Science,N/A,N,Y,Sorority,3.71,854
Fleming,Sebrens,18,M,fsebrens@genericcollege.edu,0.98,Freshman,Accounting,Japanese,N,N,N/A,3.11,1449
Guthrey,Dominetti,62,M,gdominetti@genericcollege.edu,2.23,Junior,Economics,Chinese,Y,N,N/A,2.77,1439
Fabian,Toghill,17,M,ftoghill@genericcollege.edu,0.66,Sophomore,English,N/A,N,Y,N/A,3.86,999
Rouvin,Parell,19,M,rparell@genericcollege.edu,1.08,Sophomore,Actuarial Science,N/A,N,Y,Fraternity,2.17,1223
Samuel,Coudray,18,M,scoudray@genericcollege.edu,1.08,Junior,Marketing,Accounting,N,N,Fraternity,3.52,1397
Winfred,Natwick,19,M,wnatwick@genericcollege.edu,3.91,Senior,Sociology,N/A,Y,Y,N/A,2.66,631
Kinna,Corrigan,17,F,kcorrigan@genericcollege.edu,1.55,Freshman,Philosophy,N/A,N,N,N/A,3.0,457
Ulla,Stanyon,17,F,ustanyon@genericcollege.edu,1.37,Freshman,Accounting,Economics,N,N,N/A,2.87,587
Dominica,Relfe,21,F,drelfe@genericcollege.edu,2.45,Junior,Information Technology,Chinese,Y,N,N/A,2.34,1552
Raphael,Trayford,60,M,rtrayford@genericcollege.edu,2.43,Junior,Graphic Design,N/A,Y,N,Fraternity,2.99,832
Jae,Castellone,18,M,jcastellone@genericcollege.edu,2.6,Freshman,Actuarial Science,Japanese,Y,Y,N/A,3.3,1185
Nert,Galfour,22,F,ngalfour@genericcollege.edu,1.7,Sophomore,Physics,English,N,N,Sorority,2.56,790
Fina,Hadny,23,F,fhadny@genericcollege.edu,1.45,Freshman,Journalism,Japanese,Y,Y,Sorority,2.9,1339
Derron,Giffkins,19,M,dgiffkins@genericcollege.edu,2.61,Freshman,Electrical Engineering,Criminal Justice,N,N,Fraternity,3.45,1275
Anabella,Skough,17,F,askough@genericcollege.edu,2.67,Sophomore,Mechanical Engineering,N/A,Y,N,N/A,2.95,1242
Vernen,Thaller,20,M,vthaller@genericcollege.edu,3.35,Sophomore,Sociology,N/A,Y,N,Fraternity,2.98,530
Mercedes,Gemeau,21,F,mgemeau@genericcollege.edu,0.91,Sophomore,Graphic Design,Physics,Y,Y,N/A,2.27,1143
Cristian,Calder,31,M,ccalder@genericcollege.edu,2.0,Sophomore,Health Sciences,Information Technology,N,N,N/A,2.82,1061
Cordula,Nutting,27,F,cnutting@genericcollege.edu,0.51,Freshman,Mechanical Engineering,N/A,N,Y,N/A,2.3,1269
Vera,Wallbanks,22,F,vwallbanks@genericcollege.edu,3.7,Junior,Accounting,N/A,Y,N,Sorority,3.84,1085
Sharon,Rodrigues,19,F,srodrigues@genericcollege.edu,0.75,Freshman,Biochemistry,N/A,Y,Y,N/A,3.62,1545
Rutter,Pocke,22,M,rpocke@genericcollege.edu,2.91,Junior,Computer Science,Physics,N,Y,N/A,2.34,1245
Neilla,Paylor,17,F,npaylor@genericcollege.edu,3.53,Junior,Philosophy,N/A,Y,Y,Sorority,3.53,1492
Adrian,Metschke,18,F,ametschke@genericcollege.edu,3.62,Junior,Mathematics,Journalism,Y,Y,Sorority,2.51,963
Ricca,Wheldon,30,F,rwheldon@genericcollege.edu,1.54,Senior,Actuarial Science,Accounting,N,Y,Sorority,2.65,1581
Johnath,Avory,20,F,javory@genericcollege.edu,1.97,Sophomore,Biology,Business,Y,Y,Sorority,3.09,539
Sancho,MacCarter,23,M,smaccarter@genericcollege.edu,3.65,Freshman,Electrical Engineering,N/A,Y,Y,N/A,3.99,722
Nichole,Fenge,51,F,nfenge@genericcollege.edu,3.44,Senior,Communication,N/A,N,Y,Sorority,2.73,529
Yolane,Bamell,18,F,ybamell@genericcollege.edu,1.35,Senior,Marketing,Applied Statistics,N,Y,Sorority,2.28,1269
Danya,Paffett,17,F,dpaffett@genericcollege.edu,2.64,Sophomore,Sociology,English,Y,Y,N/A,2.7,1306
Arden,Albrighton,21,F,aalbrighton@genericcollege.edu,1.92,Sophomore,Electrical Engineering,N/A,Y,Y,Sorority,3.84,1312
Baudoin,Cleugh,21,M,bcleugh@genericcollege.edu,1.89,Senior,Graphic Design,N/A,Y,Y,N/A,2.81,768
Whitman,Sircombe,19,M,wsircombe@genericcollege.edu,1.61,Sophomore,Nursing,Anthropology,N,N,N/A,3.01,906
Aldon,Sadler,17,M,asadler@genericcollege.edu,3.4,Junior,Sociology,Information Technology,N,Y,Fraternity,3.65,899
Barbabra,Roxby,29,F,broxby@genericcollege.edu,2.4,Senior,Accounting,N/A,N,Y,Sorority,2.59,459
Izaak,Glaserman,22,M,iglaserman@genericcollege.edu,1.52,Freshman,Information Technology,N/A,Y,Y,Fraternity,3.61,865
Rae,Dalgarnowch,18,F,rdalgarnowch@genericcollege.edu,3.01,Sophomore,Information Technology,N/A,N,N,Sorority,3.81,474
Rozella,Withrop,44,F,rwithrop@genericcollege.edu,2.98,Freshman,Graphic Design,N/A,Y,Y,N/A,3.58,492
Timothy,Fruchon,18,M,tfruchon@genericcollege.edu,1.68,Senior,Integrative Studies,N/A,N,Y,N/A,3.89,666
Reamonn,Wiskar,18,M,rwiskar@genericcollege.edu,2.84,Junior,Journalism,Theatre,Y,N,N/A,3.83,1420
Jacquetta,Ronan,22,F,jronan@genericcollege.edu,3.89,Sophomore,Mathematics,N/A,N,Y,Sorority,3.85,697
Armand,Greser,30,M,agreser@genericcollege.edu,1.15,Junior,Theatre,N/A,N,N,Fraternity,3.28,1000
Marion,Simeonov,17,M,msimeonov@genericcollege.edu,3.53,Junior,Nursing,German,N,N,N/A,2.27,1112
Orelie,Board,20,F,oboard@genericcollege.edu,1.21,Sophomore,Communication,N/A,Y,Y,N/A,2.38,649
Derrick,Lammers,25,M,dlammers@genericcollege.edu,3.46,Junior,Journalism,Spanish,Y,N,N/A,2.77,1431
Livvy,Beek,17,F,lbeek@genericcollege.edu,2.49,Senior,Health Sciences,N/A,N,Y,Sorority,2.35,1184
Rudie,Caltera,28,M,rcaltera@genericcollege.edu,0.8,Junior,Journalism,N/A,Y,Y,Fraternity,2.46,1402
Gaylor,Loakes,23,M,gloakes@genericcollege.edu,1.38,Freshman,Mechanical Engineering,Accounting,N,N,N/A,2.37,1175
Barris,Jukes,17,M,bjukes@genericcollege.edu,1.17,Freshman,Chemistry,German,Y,Y,Fraternity,2.85,457
Benedict,Middleweek,20,M,bmiddleweek@genericcollege.edu,3.34,Freshman,Mechanical Engineering,Anthropology,Y,Y,Fraternity,2.65,1325
Maynard,Enriques,27,M,menriques@genericcollege.edu,0.79,Sophomore,Mechanical Engineering,N/A,N,Y,Fraternity,2.11,1566
Lilah,Durrance,23,F,ldurrance@genericcollege.edu,3.68,Sophomore,Theatre,N/A,N,Y,N/A,2.34,954
Nikoletta,Trighton,30,F,ntrighton@genericcollege.edu,3.89,Freshman,Chemistry,N/A,Y,Y,Sorority,3.24,497
Sawyere,Glasbey,20,M,sglasbey@genericcollege.edu,3.34,Sophomore,Nursing,N/A,Y,Y,N/A,2.69,1426
Avie,Greener,21,F,agreener@genericcollege.edu,0.54,Freshman,Communication,Biology,N,N,N/A,3.46,1489
Krispin,Richings,24,M,krichings@genericcollege.edu,1.01,Sophomore,Health Sciences,N/A,N,N,N/A,2.73,677
Dorelia,Eaklee,29,F,deaklee@genericcollege.edu,0.89,Freshman,Electrical Engineering,Applied Statistics,Y,N,Sorority,3.87,1005
Weston,Hartop,20,M,whartop@genericcollege.edu,3.0,Sophomore,Linguistics,N/A,Y,Y,Fraternity,3.19,512
Maurizio,Morch,21,M,mmorch@genericcollege.edu,3.14,Sophomore,Biochemistry,N/A,N,Y,N/A,2.85,1463
Georgy,Adamini,23,M,gadamini@genericcollege.edu,0.55,Senior,Graphic Design,German,Y,Y,Fraternity,3.46,709
Ollie,Primmer,20,M,oprimmer@genericcollege.edu,1.53,Sophomore,Chemistry,Italian,Y,Y,N/A,2.81,1217
Helen-elizabeth,Studde,20,F,hstudde@genericcollege.edu,1.03,Senior,Accounting,Applied Statistics,N,Y,Sorority,3.98,1451
Duncan,Greatex,20,M,dgreatex@genericcollege.edu,1.29,Sophomore,Marketing,N/A,Y,Y,N/A,3.41,1108
Catie,Babbe,22,F,cbabbe@genericcollege.edu,2.21,Sophomore,Actuarial Science,N/A,N,Y,N/A,2.72,520
Nadiya,Caple,27,F,ncaple@genericcollege.edu,3.9,Sophomore,Computer Science,N/A,N,N,Sorority,3.69,1271
Hasty,Iacovolo,44,M,hiacovolo@genericcollege.edu,3.24,Junior,Sociology,Economics,Y,N,N/A,2.07,1411
Tommy,Fero,21,F,tfero@genericcollege.edu,0.73,Sophomore,Finance,English,N,Y,N/A,2.05,931
Bryna,Lindenberg,22,F,blindenberg@genericcollege.edu,0.7,Sophomore,Sociology,Anthropology,Y,Y,Sorority,3.51,703
Birdie,Allabarton,28,F,ballabarton@genericcollege.edu,2.55,Junior,Health Sciences,N/A,N,Y,Sorority,2.76,1184
Clarette,Isaq,22,F,cisaq@genericcollege.edu,1.05,Junior,Actuarial Science,Mathematics,Y,N,N/A,2.5,1503
Melly,Armer,33,F,marmer@genericcollege.edu,0.82,Junior,Linguistics,N/A,N,N,Sorority,2.48,842
Norbert,Cumberland,21,M,ncumberland@genericcollege.edu,3.13,Freshman,Actuarial Science,N/A,Y,Y,N/A,3.9,747
Noel,Coke,18,F,ncoke@genericcollege.edu,2.38,Sophomore,Chemistry,English,Y,N,Sorority,3.95,1373
Blane,Stokoe,22,M,bstokoe@genericcollege.edu,3.94,Junior,Marketing,Economics,N,N,Fraternity,3.8,845
Les,Hegerty,19,M,lhegerty@genericcollege.edu,0.73,Senior,Chemistry,N/A,Y,N,Fraternity,3.58,463
Rosalie,Doubrava,18,F,rdoubrava@genericcollege.edu,2.34,Sophomore,English,Chinese,N,N,Sorority,3.33,1555
Milo,Squibb,30,M,msquibb@genericcollege.edu,3.1,Senior,Economics,N/A,Y,Y,Fraternity,3.16,874
Susanetta,Lannen,18,F,slannen@genericcollege.edu,2.31,Freshman,Integrative Studies,N/A,Y,N,Sorority,2.15,881
Dianemarie,Mort,17,F,dmort@genericcollege.edu,2.35,Senior,Computer Science,N/A,N,N,N/A,3.61,523
Modestia,Vaszoly,53,F,mvaszoly@genericcollege.edu,2.75,Sophomore,Finance,N/A,N,N,N/A,3.38,624
Kathe,Bryce,27,F,kbryce@genericcollege.edu,3.46,Junior,Physics,Accounting,N,Y,Sorority,2.64,640
Barbaraanne,Mooney,19,F,bmooney@genericcollege.edu,2.97,Freshman,Health Sciences,N/A,Y,Y,Sorority,2.01,918
Jan,Ryles,20,M,jryles@genericcollege.edu,3.66,Sophomore,English,Accounting,Y,Y,N/A,3.2,1021
Uriah,Boddam,25,M,uboddam@genericcollege.edu,0.99,Freshman,Graphic Design,Spanish,Y,Y,Fraternity,3.6,946
Caye,Tunbridge,24,F,ctunbridge@genericcollege.edu,1.58,Freshman,Sociology,N/A,N,N,N/A,3.8,533
Felicio,Pethybridge,19,M,fpethybridge@genericcollege.edu,0.85,Sophomore,Actuarial Science,Business,N,Y,Fraternity,3.5,526
Karilynn,McKew,19,F,kmckew@genericcollege.edu,2.25,Senior,Chemistry,N/A,N,N,N/A,3.43,981
Yanaton,Tremaine,25,M,ytremaine@genericcollege.edu,1.61,Junior,Journalism,N/A,Y,N,N/A,2.58,1560
Kathrine,MacVay,20,F,kmacvay@genericcollege.edu,2.83,Freshman,Computer Science,Chemistry,Y,Y,N/A,2.43,1458
Shalom,Hardaway,27,M,shardaway@genericcollege.edu,1.01,Sophomore,Health Sciences,N/A,N,N,N/A,3.8,714
Karlie,McIlhone,20,F,kmcilhone@genericcollege.edu,1.75,Freshman,Chemistry,N/A,Y,Y,Sorority,3.85,622
Court,MacArdle,17,M,cmacardle@genericcollege.edu,3.37,Freshman,Computer Science,N/A,Y,Y,Fraternity,2.7,1327
Harold,Hymers,20,M,hhymers@genericcollege.edu,1.64,Freshman,Finance,N/A,N,N,N/A,3.05,925
Todd,Wimlett,27,M,twimlett@genericcollege.edu,1.24,Freshman,Health Sciences,Spanish,N,Y,N/A,3.04,753
Kele,McReynold,18,M,kmcreynold@genericcollege.edu,2.77,Sophomore,Actuarial Science,Sociology,N,N,N/A,2.95,939
Rafaello,Riditch,19,M,rriditch@genericcollege.edu,3.39,Freshman,Accounting,N/A,Y,Y,Fraternity,3.46,1042
Rawley,Sweeten,17,M,rsweeten@genericcollege.edu,1.57,Junior,Integrative Studies,N/A,N,N,N/A,2.7,878
Walden,Hadye,22,M,whadye@genericcollege.edu,3.45,Freshman,Philosophy,N/A,Y,Y,N/A,3.69,881
